,obs,action
854,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.3840171e-03  3.3333334e-01 -9.9639818e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.4960031e-01 -3.3333334e-01  1.9530300e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.6791725e-01  3.3333334e-01 -9.6040877e-04
    0.0000000e+00]
  [ 1.0000000e+00  4.7538400e-01  0.0000000e+00  8.2550542e-03
    0.0000000e+00]]]",[4]
855,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -5.1995269e-03  3.3333334e-01 -8.9378655e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5035757e-01 -3.3333334e-01  1.8055401e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.6753166e-01  3.3333334e-01 -9.7426161e-04
    0.0000000e+00]
  [ 1.0000000e+00  4.7861537e-01  0.0000000e+00  7.8141801e-03
    0.0000000e+00]]]",[4]
856,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.         -0.00863215  0.33333334 -0.00807628  0.        ]
  [ 1.          0.25105757 -0.33333334  0.00166863  0.        ]
  [ 1.          0.26713723  0.33333334 -0.0010063   0.        ]
  [ 1.          0.48167133  0.          0.00738084  0.        ]]]",[4]
857,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.         -0.01174199  0.33333334 -0.00734537  0.        ]
  [ 1.          0.2517044  -0.33333334  0.00154169  0.        ]
  [ 1.          0.2667283   0.33333334 -0.00104736  0.        ]
  [ 1.          0.4845561   0.          0.00696192  0.        ]]]",[4]
858,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.         -0.01457696  0.33333334 -0.00671931  0.        ]
  [ 1.          0.252302   -0.33333334  0.00142429  0.        ]
  [ 1.          0.2663023   0.33333334 -0.001092    0.        ]
  [ 1.          0.48727617  0.          0.00656125  0.        ]]]",[4]
859,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.         -0.01717568  0.33333334 -0.00617842  0.        ]
  [ 1.          0.2528541  -0.33333334  0.0013161   0.        ]
  [ 1.          0.26585826  0.33333334 -0.00113696  0.        ]
  [ 1.          0.4898391   0.          0.00618082  0.        ]]]",[4]
860,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.         -0.01956967  0.33333334 -0.00570754  0.        ]
  [ 1.          0.25336438 -0.33333334  0.00121684  0.        ]
  [ 1.          0.26539648  0.33333334 -0.00118024  0.        ]
  [ 1.          0.49225327  0.          0.00582154  0.        ]]]",[4]
861,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.         -0.02178496  0.33333334 -0.00529489  0.        ]
  [ 1.          0.25383633 -0.33333334  0.00112626  0.        ]
  [ 1.          0.26491782  0.33333334 -0.00122067  0.        ]
  [ 1.          0.49452713  0.          0.00548359  0.        ]]]",[4]
862,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.         -0.02384328  0.33333334 -0.00493116  0.        ]
  [ 1.          0.25427344 -0.33333334  0.0010441   0.        ]
  [ 1.          0.26442352  0.33333334 -0.00125751  0.        ]
  [ 1.          0.4966692   0.          0.00516678  0.        ]]]",[4]
863,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.5762966e-02  3.3333334e-01 -4.6089184e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5467896e-01 -3.3333334e-01  9.7010878e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6391515e-01  3.3333334e-01 -1.2902976e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.9868789e-01  0.0000000e+00  4.8706266e-03
    0.0000000e+00]]]",[4]
864,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.7559595e-02  3.3333334e-01 -4.3221107e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5505620e-01 -3.3333334e-01  9.0403133e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6339433e-01  3.3333334e-01 -1.3187779e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.0059134e-01  0.0000000e+00  4.5945151e-03
    0.0000000e+00]]]",[4]
865,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.9246518e-02  3.3333334e-01 -4.0657613e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5540823e-01 -3.3333334e-01  8.4560306e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6286283e-01  3.3333334e-01 -1.3427888e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.0238746e-01  0.0000000e+00  4.3377201e-03
    0.0000000e+00]]]",[4]
866,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.0835234e-02  3.3333334e-01 -3.8357174e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5573808e-01 -3.3333334e-01  7.9455751e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6232246e-01  3.3333334e-01 -1.3622475e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.0408381e-01  0.0000000e+00  4.0994645e-03
    0.0000000e+00]]]",[4]
867,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.2335684e-02  3.3333334e-01 -3.6284782e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5604865e-01 -3.3333334e-01  7.5062516e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6177502e-01  3.3333334e-01 -1.3771225e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.0568777e-01  0.0000000e+00  3.8789413e-03
    0.0000000e+00]]]",[4]
868,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.3756498e-02  3.3333334e-01 -3.4410614e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5634274e-01 -3.3333334e-01  7.1353500e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6122239e-01  3.3333334e-01 -1.3874189e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.0720626e-01  0.0000000e+00  3.6753349e-03
    0.0000000e+00]]]",[4]
869,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.5105184e-02  3.3333334e-01 -3.2709071e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5662306e-01 -3.3333334e-01  6.8301574e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6066634e-01  3.3333334e-01 -1.3931694e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.0864589e-01  0.0000000e+00  3.4878312e-03
    0.0000000e+00]]]",[4]
870,"[[[ 1.          0.77920955  0.          0.3125      0.        ]
  [ 1.          0.1306236   0.         -0.01547171  0.        ]
  [ 1.          0.24517503  0.         -0.04401566  0.        ]
  [ 1.          0.36790267  0.33333334 -0.04540236  0.        ]
  [ 1.          0.49490756  0.6666667  -0.02213575  0.        ]]]",[4]
871,"[[[ 1.          0.8922342   0.          0.25823045  0.        ]
  [ 1.          0.12279088  0.22763644 -0.03788932  0.04067459]
  [ 1.          0.23891288  0.          0.00670931  0.        ]
  [ 1.          0.35840282  0.33333334 -0.01154845  0.        ]
  [ 1.          0.49645102  0.6666667   0.02190102  0.        ]]]",[4]
872,"[[[ 1.          0.9939494   0.          0.25108385  0.        ]
  [ 1.          0.10967527  0.4966896  -0.03252096  0.06729788]
  [ 1.          0.24145494  0.          0.00218577  0.        ]
  [ 1.          0.35267165  0.33333334 -0.01212475  0.        ]
  [ 1.          0.5051131   0.6666667   0.01894235  0.        ]]]",[4]
873,"[[[ 1.          1.          0.          0.25014272  0.        ]
  [ 1.          0.10217215  0.6543944  -0.00694259  0.00534884]
  [ 1.          0.24132462  0.         -0.00343335  0.        ]
  [ 1.          0.3490652   0.33333334 -0.00549942  0.        ]
  [ 1.          0.51157475  0.6666667   0.01259913  0.        ]]]",[4]
874,"[[[ 1.00000000e+00  1.00000000e+00  0.00000000e+00  2.50018805e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.01564355e-01  6.65908396e-01  5.39845275e-03
    3.36081343e-04]
  [ 1.00000000e+00  2.39425048e-01  0.00000000e+00 -6.29480137e-03
    0.00000000e+00]
  [ 1.00000000e+00  3.47402155e-01  3.33333343e-01 -2.59476970e-03
    0.00000000e+00]
  [ 1.00000000e+00  5.16037822e-01  6.66666687e-01  9.54081584e-03
    0.00000000e+00]]]",[4]
875,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.0504233e-01  6.6662353e-01  1.2849434e-02
    1.9304087e-05]
  [ 1.0000000e+00  2.3666880e-01  0.0000000e+00 -7.5596338e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4661165e-01  3.3333334e-01 -1.2513846e-03
    0.0000000e+00]
  [ 1.0000000e+00  5.1964229e-01  6.6666669e-01  8.4872963e-03
    0.0000000e+00]]]",[4]
876,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000033e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.1094192e-01  6.6666436e-01  1.7094802e-02
    1.0498527e-06]
  [ 1.0000000e+00  2.3355563e-01  0.0000000e+00 -8.0053145e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4622681e-01  3.3333334e-01 -6.2181510e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.2299643e-01  6.6666669e-01  8.3362218e-03
    0.0000000e+00]]]",[4]
877,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000003e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.1818919e-01  6.6666657e-01  1.9349171e-02
    5.5351663e-08]
  [ 1.0000000e+00  2.3033836e-01  0.0000000e+00 -8.0447830e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4603301e-01  3.3333334e-01 -3.2169666e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.2634960e-01  6.6666669e-01  8.4727937e-03
    0.0000000e+00]]]",[4]
878,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.2612833e-01  6.6666669e-01  2.0417100e-02
    2.8716873e-09]
  [ 1.0000000e+00  2.2714145e-01  0.0000000e+00 -7.8872452e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4593141e-01  3.3333334e-01 -1.7174872e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.2976298e-01  6.6666669e-01  8.6091254e-03
    0.0000000e+00]]]",[4]
879,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.3437161e-01  6.6666669e-01  2.0790612e-02
    1.4793389e-10]
  [ 1.0000000e+00  2.2402464e-01  0.0000000e+00 -7.6372251e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4587735e-01  3.3333334e-01 -8.8711116e-05
    0.0000000e+00]
  [ 1.0000000e+00  5.3321552e-01  6.6666669e-01  8.6397082e-03
    0.0000000e+00]]]",[4]
880,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.4269245e-01  6.6666669e-01  2.0758063e-02
    7.6076923e-12]
  [ 1.0000000e+00  2.2101547e-01  0.0000000e+00 -7.3464690e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4585112e-01  3.3333334e-01 -3.4397744e-05
    0.0000000e+00]
  [ 1.0000000e+00  5.3666031e-01  6.6666669e-01  8.5467827e-03
    0.0000000e+00]]]",[4]
881,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5095791e-01  6.6666669e-01  2.0485470e-02
    3.9168668e-13]
  [ 1.0000000e+00  2.1812563e-01  0.0000000e+00 -7.0403093e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4584442e-01  3.3333334e-01  8.4180338e-06
    0.0000000e+00]
  [ 1.0000000e+00  5.4005015e-01  6.6666669e-01  8.3475746e-03
    0.0000000e+00]]]",[4]
882,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5908891e-01  6.6666669e-01  2.0068247e-02
    2.0206059e-14]
  [ 1.0000000e+00  2.1535902e-01  0.0000000e+00 -6.7309509e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4585407e-01  3.3333334e-01  4.7334845e-05
    0.0000000e+00]
  [ 1.0000000e+00  5.4334664e-01  6.6666669e-01  8.0685988e-03
    0.0000000e+00]]]",[4]
883,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.6703740e-01  6.6666669e-01  1.9561697e-02
    1.1102230e-15]
  [ 1.0000000e+00  2.1271586e-01  0.0000000e+00 -6.4241313e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4587914e-01  3.3333334e-01  8.5589774e-05
    0.0000000e+00]
  [ 1.0000000e+00  5.4652208e-01  6.6666669e-01  7.7349553e-03
    0.0000000e+00]]]",[4]
884,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.7477341e-01  6.6666669e-01  1.8998429e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.1019466e-01  0.0000000e+00 -6.1224424e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4591955e-01  3.3333334e-01  1.2447717e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.4955804e-01  6.6666669e-01  7.3669446e-03
    0.0000000e+00]]]",[4]
885,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.8227769e-01  6.6666669e-01  1.8398160e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.0779318e-01  0.0000000e+00 -5.8269678e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4597570e-01  3.3333334e-01  1.6444520e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.5244327e-01  6.6666669e-01  6.9798282e-03
    0.0000000e+00]]]",[4]
886,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.8953760e-01  6.6666669e-01  1.7773235e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.0550881e-01  0.0000000e+00 -5.5380845e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4604803e-01  3.3333334e-01  2.0558569e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.5517209e-01  6.6666669e-01  6.5846676e-03
    0.0000000e+00]]]",[4]
887,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.9654469e-01  6.6666669e-01  1.7131759e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.0333895e-01  0.0000000e+00 -5.2558505e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4613699e-01  3.3333334e-01  2.4784904e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.5774260e-01  6.6666669e-01  6.1893617e-03
    0.0000000e+00]]]",[4]
888,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  2.0128092e-01  0.0000000e+00 -4.9801855e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.0329329e-01  6.6666669e-01  1.6479386e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4624302e-01  3.3333334e-01  2.9113615e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.6015575e-01  6.6666669e-01  5.7995450e-03
    0.0000000e+00]]]",[4]
889,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.9933213e-01  0.0000000e+00 -4.7109541e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.0977975e-01  6.6666669e-01  1.5820356e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4636652e-01  3.3333334e-01  3.3533669e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.6241435e-01  6.6666669e-01  5.4192683e-03
    0.0000000e+00]]]",[4]
890,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.9749002e-01  0.0000000e+00 -4.4480050e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.1600199e-01  6.6666669e-01  1.5158091e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4650785e-01  3.3333334e-01  3.8034396e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.6452280e-01  6.6666669e-01  5.0514815e-03
    0.0000000e+00]]]",[4]
891,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.9575211e-01  0.0000000e+00 -4.1911830e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.2195919e-01  6.6666669e-01  1.4495536e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4666726e-01  3.3333334e-01  4.2606011e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.6648636e-01  6.6666669e-01  4.6983594e-03
    0.0000000e+00]]]",[4]
892,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.9411595e-01  0.0000000e+00 -3.9403359e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.2765166e-01  6.6666669e-01  1.3835364e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4684509e-01  3.3333334e-01  4.7239728e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.6831127e-01  6.6666669e-01  4.3615159e-03
    0.0000000e+00]]]",[4]
893,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.9257921e-01  0.0000000e+00 -3.6953145e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.3308076e-01  6.6666669e-01  1.3180081e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4704152e-01  3.3333334e-01  5.1927764e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.7000422e-01  6.6666669e-01  4.0421444e-03
    0.0000000e+00]]]",[4]
894,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.9113956e-01  0.0000000e+00 -3.4559732e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.3824884e-01  6.6666669e-01  1.2532076e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4725681e-01  3.3333334e-01  5.6663231e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.7157230e-01  6.6666669e-01  3.7411104e-03
    0.0000000e+00]]]",[4]
895,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.8979475e-01  0.0000000e+00 -3.2221696e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.4315917e-01  6.6666669e-01  1.1893644e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4749109e-01  3.3333334e-01  6.1440078e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.7234138e-01 -1.1102230e-16  2.0104018e-03
    0.0000000e+00]]]",[4]
896,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.8854260e-01  0.0000000e+00 -2.9937620e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.4781595e-01  6.6666669e-01  1.1266988e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4774452e-01  3.3333334e-01  6.6252996e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.7317650e-01 -1.1102230e-16  2.2028228e-03
    0.0000000e+00]]]",[4]
897,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.8738097e-01  0.0000000e+00 -2.7706116e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5222424e-01  6.6666669e-01  1.0654203e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4801728e-01  3.3333334e-01  7.1097328e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.7408768e-01 -1.1102230e-16  2.3896722e-03
    0.0000000e+00]]]",[4]
898,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.8630777e-01  0.0000000e+00 -2.5525803e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5638986e-01  6.6666669e-01  1.0057265e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.4830946e-01  3.3333334e-01  7.5969001e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.7507277e-01 -1.1102230e-16  2.5711218e-03
    0.0000000e+00]]]",[4]
899,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.8532099e-01  0.0000000e+00 -2.3395317e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.6031950e-01  6.6666669e-01  9.4780084e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.4862116e-01  3.3333334e-01  8.0864475e-04
    0.0000000e+00]
  [ 1.0000000e+00  5.7612956e-01 -1.1102230e-16  2.7473499e-03
    0.0000000e+00]]]",[4]
900,"[[[ 1.          0.75128293  0.33333334  0.3125      0.        ]
  [ 1.          0.12262013  0.         -0.03176597  0.        ]
  [ 1.          0.23939328 -0.33333334 -0.04700187  0.        ]
  [ 1.          0.35787597  0.33333334 -0.03037032  0.        ]
  [ 1.          0.47725698  0.33333334 -0.02983026  0.        ]]]",[4]
901,"[[[ 1.0000000e+00  8.6430758e-01  3.3333334e-01  2.5823045e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.2113438e-01  0.0000000e+00  1.8081343e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.3127213e-01 -3.3333334e-01  2.6944504e-04
    0.0000000e+00]
  [ 1.0000000e+00  3.4643668e-01  3.3333334e-01 -3.4911748e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.7515243e-01  3.3333334e-01  1.2686081e-02
    0.0000000e+00]]]",[4]
902,"[[[ 1.          0.9660228   0.33333334  0.25108385  0.        ]
  [ 1.          0.1293922   0.          0.02216292  0.        ]
  [ 1.          0.23226392 -0.33333334  0.00341124  0.        ]
  [ 1.          0.3312851   0.33333334 -0.04070801  0.        ]
  [ 1.          0.48072758  0.33333334  0.01386213  0.        ]]]",[4]
903,"[[[ 1.          1.          0.33333334  0.25014272  0.        ]
  [ 1.          0.13818902  0.          0.02159509  0.        ]
  [ 1.          0.23338863 -0.33333334  0.00180053  0.        ]
  [ 1.          0.31494907  0.33333334 -0.04011774  0.        ]
  [ 1.          0.48590013  0.33333334  0.01154623  0.        ]]]",[4]
904,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5001881e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.4671947e-01  0.0000000e+00  2.0977907e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.3386149e-01 -3.3333334e-01  3.6218809e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.9943478e-01  3.3333334e-01 -3.6430150e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.9020836e-01  3.3333334e-01  9.7396849e-03
    0.0000000e+00]]]",[4]
905,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5504603e-01  0.0000000e+00  2.0616230e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.3384258e-01 -3.3333334e-01 -5.7519466e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.8559905e-01  3.3333334e-01 -3.1766616e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.9388713e-01  3.3333334e-01  8.4579354e-03
    0.0000000e+00]]]",[4]
906,"[[[ 1.          1.          0.33333334  0.25000033  0.        ]
  [ 1.          0.16325626  0.          0.02041143  0.        ]
  [ 1.          0.2335093  -0.33333334 -0.0011672   0.        ]
  [ 1.          0.27363992  0.33333334 -0.02716632  0.        ]
  [ 1.          0.49710083  0.33333334  0.00742649  0.        ]]]",[4]
907,"[[[ 1.          1.          0.33333334  0.25000003  0.        ]
  [ 1.          0.17139888  0.          0.02028461  0.        ]
  [ 1.          0.2329757  -0.33333334 -0.00155337  0.        ]
  [ 1.          0.26344857  0.33333334 -0.02306805  0.        ]
  [ 1.          0.49991646  0.33333334  0.0064574   0.        ]]]",[4]
908,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.17949754  0.          0.02019456  0.        ]
  [ 1.          0.23230872 -0.33333334 -0.00182111  0.        ]
  [ 1.          0.25479546  0.33333334 -0.01961126  0.        ]
  [ 1.          0.5023399   0.33333334  0.0054452   0.        ]]]",[4]
909,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.18756334  0.          0.02012173  0.        ]
  [ 1.          0.23154669 -0.33333334 -0.00202075  0.        ]
  [ 1.          0.24742134  0.33333334 -0.01679471  0.        ]
  [ 1.          0.50434434  0.33333334  0.00433814  0.        ]]]",[4]
910,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.19560154  0.          0.02005726  0.        ]
  [ 1.          0.2307119  -0.33333334 -0.00217999  0.        ]
  [ 1.          0.24107863  0.33333334 -0.01455814  0.        ]
  [ 1.          0.50588804  0.33333334  0.00311791  0.        ]]]",[4]
911,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.20361473  0.          0.01999729  0.        ]
  [ 1.          0.22981788 -0.33333334 -0.0023134   0.        ]
  [ 1.          0.23554775  0.33333334 -0.01282308  0.        ]
  [ 1.          0.5069256   0.33333334  0.00178686  0.        ]]]",[4]
912,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  2.1160445e-01  0.0000000e+00  1.9940240e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.2887363e-01 -3.3333334e-01 -2.4282010e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.3064071e-01  3.3333334e-01 -1.1511939e-02
    0.0000000e+00]
  [ 1.0000000e+00  5.0741476e-01  3.3333334e-01  3.5966988e-04
    0.0000000e+00]]]",[4]
913,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.21957171  0.          0.01988549  0.        ]
  [ 1.          0.2261993   0.33333334 -0.0105556   0.        ]
  [ 1.          0.22788598 -0.33333334 -0.00252763  0.        ]
  [ 1.          0.50732034  0.33333334 -0.00114186  0.        ]]]",[4]
914,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.22209133  0.33333334 -0.00989538  0.        ]
  [ 1.          0.22686084 -0.33333334 -0.0026129   0.        ]
  [ 1.          0.22751741  0.          0.01983283  0.        ]
  [ 1.          0.5066167   0.33333334 -0.00269221  0.        ]]]",[4]
